가구일련번호,향후거주의향,입력된가구원수계,나이,주택형태,성별,교육정도,혼인상태,지역 거주기간,통근시간(분),월평균가구소득
F00269,5,2,82,3,1,4,2,60,,2
F00270,4,1,41,4,1,4,1,10,20,5
F00271,5,1,26,4,1,5,1,26,10,4
F00272,4,1,64,4,1,4,4,16,,3
F00273,4,1,30,4,1,5,1,1,10,4
F00274,4,1,43,4,1,4,1,7,30,5
F00275,2,1,25,4,1,6,1,2,50,4
F00276,5,1,53,1,1,4,4,53,,1
F00277,4,1,58,1,1,5,4,5,30,2
F00278,3,1,36,1,1,4,1,20,20,2
F00279,5,1,62,1,1,4,4,62,15,2
F00280,4,1,57,1,1,4,4,20,30,3
F00281,4,2,51,,1,3,1,1,50,
F00281,4,2,58,3,1,2,4,10,30,4
F00282,5,1,69,3,2,4,4,42,5,2
F00283,3,4,25,,1,6,1,14,,
F00283,3,4,27,,2,6,1,14,,
F00283,3,4,53,,2,4,2,14,,
F00283,4,4,61,3,1,3,2,14,15,7
F00284,5,1,65,1,1,5,4,35,,2
F00285,5,1,54,3,1,2,1,10,5,2
F00286,2,1,29,3,2,5,1,7,15,4
F00287,4,1,50,3,1,4,1,20,40,3
F00288,4,2,41,,2,6,1,40,,
F00288,4,2,72,3,1,4,2,40,,3
F00289,2,2,36,3,1,6,1,30,40,5
F00289,5,2,65,,2,4,3,30,,
F00290,2,2,31,,2,6,1,25,25,
F00290,4,2,59,3,2,3,2,25,,7
F00291,5,1,55,3,2,3,3,32,16,3
F00292,2,3,27,,1,5,1,27,15,
F00292,4,3,62,,2,3,2,33,,
F00292,4,3,65,1,1,4,2,33,30,6
F00293,5,1,78,1,2,2,3,52,,2
F00294,4,2,58,,2,4,2,4,30,
F00294,3,2,63,3,1,5,2,30,,3
F00295,4,1,49,3,2,6,1,20,,3
F00296,4,2,30,,1,4,1,30,,
F00296,4,2,58,3,2,4,3,30,30,3
F00297,4,2,52,,2,4,2,30,20,
F00297,4,2,57,3,1,2,2,30,40,4
F00298,4,2,50,,2,4,2,12,,
F00298,3,2,51,3,1,4,2,12,30,4
F00299,4,1,60,3,2,4,4,7,,2
F00300,2,2,62,,2,3,2,35,30,
F00300,2,2,66,3,1,3,2,40,,3
F00301,4,2,62,,2,3,2,10,,
F00301,4,2,75,3,1,4,2,10,,2
F00302,4,1,58,3,2,4,4,58,,2
F00303,4,1,59,3,1,6,4,20,,2
F00304,4,2,54,,2,3,2,10,10,
F00304,4,2,56,3,1,3,2,10,10,4
F00305,4,2,30,,1,4,1,13,,
F00305,4,2,60,3,1,4,4,13,20,5
F00306,4,2,69,,2,3,2,50,,
F00306,4,2,83,3,1,4,2,50,,2
F00307,4,1,75,3,2,2,3,20,,2
F00308,2,3,31,,2,5,2,3,,
F00308,2,3,33,3,1,7,2,11,,5
F00309,4,4,42,,2,5,2,30,10,
F00309,4,4,45,1,1,5,2,40,30,6
F00310,1,5,18,,2,6,1,18,,
F00310,3,5,21,,2,6,1,21,30,
F00310,4,5,48,,2,4,2,29,,
F00310,4,5,55,2,1,2,2,35,,4
F00311,4,3,46,,1,4,1,46,30,
F00311,4,3,68,2,1,4,2,50,,5
F00311,5,3,69,,2,2,2,50,30,
F00312,4,2,62,,2,3,2,30,,
F00312,4,2,63,2,1,4,2,30,20,4
F00313,2,2,53,,2,7,2,16,,
F00313,2,2,61,2,1,5,2,16,30,4
F00314,2,3,33,,2,5,1,28,10,
F00314,4,3,64,,2,4,2,28,,
F00314,4,3,66,2,1,4,2,28,,4
F00315,4,3,23,,1,6,1,5,50,
F00315,2,3,53,2,1,6,2,5,10,8
F00315,2,3,55,,2,4,2,5,50,
F00316,5,1,56,2,2,3,4,28,15,3
F00317,5,2,72,,2,3,2,17,,
F00317,5,2,74,2,1,4,2,50,20,6
F00318,4,3,32,,2,6,1,13,,
F00318,4,3,58,,2,4,2,13,,
F00318,4,3,62,2,1,6,2,13,,7
F00319,5,1,67,2,2,3,3,30,,4
F00320,2,4,46,,2,6,2,13,,
F00320,1,4,48,2,1,7,2,13,25,8
F00321,4,3,40,,1,5,1,30,,
F00321,5,3,65,,2,4,2,34,,
F00321,5,3,67,2,1,4,2,34,,4
F00322,3,3,44,,2,4,1,8,,
F00322,5,3,76,,2,4,2,20,,
F00322,5,3,77,2,1,4,2,20,,4
F00323,4,2,45,,1,6,1,45,,
F00323,5,2,73,2,1,4,3,47,,4
F00324,5,2,68,,2,7,2,30,10,
F00324,4,2,68,2,1,6,2,30,,5
F00325,4,1,63,4,2,3,4,45,,3
F00326,5,1,64,3,1,5,3,22,40,5
F00327,5,1,72,3,2,3,3,40,,2
F00328,4,2,43,3,1,5,2,10,10,6
F00328,4,2,48,,2,4,2,10,30,
F00329,5,2,60,,2,4,2,32,,
F00329,5,2,62,3,1,4,2,32,,7
F00330,4,3,25,,1,5,1,25,,
F00330,5,3,46,,2,4,2,46,,
F00330,3,3,51,3,1,4,2,50,50,6
F00331,4,3,21,,2,5,1,14,,
F00331,5,3,47,,2,4,2,14,20,
F00331,5,3,51,3,1,4,2,14,20,7
F00332,4,1,79,3,2,2,3,40,,2
F00333,3,3,15,,2,4,1,15,40,
F00333,4,3,53,,2,5,2,40,30,
F00333,4,3,56,3,1,5,2,27,10,4
F00334,4,1,61,3,2,3,4,4,,3
F00335,4,3,38,,2,4,1,38,,
F00335,4,3,65,,2,3,2,45,,
F00335,4,3,65,3,1,3,2,50,20,4
F00336,5,2,41,,2,4,1,35,,
F00336,5,2,66,3,2,2,3,35,15,4
F00337,2,3,33,3,1,6,2,15,,4
F00337,3,3,34,,2,5,2,5,,
F00338,3,1,50,3,1,8,1,4,,4
F00339,5,1,73,1,2,3,3,30,,2
F00340,2,2,52,,2,5,2,10,,
F00340,4,2,52,3,1,5,2,10,30,7
F00341,3,2,61,,2,5,2,20,,
F00341,3,2,65,3,1,7,2,21,20,5
F00342,4,1,74,3,2,2,3,11,10,3
F00343,3,2,29,,1,6,1,2,15,
F00343,3,2,58,3,2,5,4,2,,5
F00344,2,3,41,,2,4,1,24,,
F00344,3,3,50,3,1,5,2,30,20,5
F00344,3,3,52,,2,4,2,30,,
F00345,2,4,23,,1,5,1,23,,
F00345,5,4,25,,2,6,1,25,,
F00345,3,4,50,,2,5,2,25,20,
F00345,2,4,53,3,1,4,2,25,20,6
F00346,3,1,21,3,2,4,1,1,15,3
F00347,3,2,53,3,1,3,2,5,,5
F00347,3,2,67,,2,3,2,5,,
F00348,4,2,64,3,2,4,4,10,,3
F00349,5,3,15,,2,3,1,9,20,
F00349,4,3,18,,1,4,1,9,30,
F00349,2,3,54,3,2,4,4,9,45,3
F00350,2,1,70,3,2,4,4,13,,3
F00351,4,2,61,,2,3,2,2,35,
F00351,3,2,66,3,1,4,2,2,,4
F00352,5,2,46,,2,4,2,10,20,
F00352,5,2,53,3,1,4,2,10,20,4
F00353,2,2,59,3,1,2,2,12,15,4
F00353,2,2,62,,2,4,2,12,20,
F00354,4,3,50,2,1,4,1,10,,3
F00354,3,3,53,,2,4,1,9,25,
F00354,3,3,84,,2,2,3,9,,
F00355,4,3,25,,1,6,1,25,55,
F00355,4,3,55,,2,6,2,28,50,
F00355,4,3,57,2,1,6,2,28,30,8
F00356,4,2,60,,2,4,2,8,,
F00356,4,2,62,2,1,5,2,8,,4
F00357,3,3,26,,1,6,1,20,,
F00357,4,3,53,,2,6,2,30,30,
F00357,4,3,55,2,1,6,2,30,40,10
F00358,3,1,35,2,1,6,1,1,50,10
F00359,4,4,47,2,1,5,2,12,30,10
F00359,4,4,50,,2,7,2,12,30,
F00359,2,4,78,,2,2,3,12,,
F00360,4,3,30,,1,6,1,18,50,
F00360,3,3,58,,2,4,2,18,,
F00360,4,3,60,2,1,4,2,18,,4
F00361,3,4,42,,2,5,2,15,,
F00361,3,4,45,2,1,6,2,15,20,7
F00362,5,4,40,,2,6,2,13,30,
F00362,5,4,42,2,1,6,2,23,15,8
F00363,4,5,36,,2,7,2,6,,
F00363,3,5,36,2,1,7,2,6,10,8
F00363,1,5,62,,2,5,3,6,,
F00364,4,4,38,,2,6,2,10,20,
F00364,2,4,41,2,1,6,2,10,,10
F00365,4,3,43,,1,6,1,19,50,
F00365,3,3,68,,2,4,2,19,,
F00365,3,3,73,2,1,6,2,19,,4
F00366,5,3,21,,2,5,1,21,40,
F00366,3,3,50,,2,4,2,21,,
F00366,4,3,52,2,1,5,2,21,40,7
F00367,3,5,23,,2,6,1,10,40,
F00367,3,5,27,,2,6,1,10,20,
F00367,4,5,29,,2,6,1,12,30,
F00367,3,5,53,,2,6,2,12,20,
F00367,2,5,58,2,1,5,2,12,25,8
F00368,4,4,22,,1,6,1,22,10,
F00368,5,4,30,,2,6,1,23,,
F00368,4,4,56,2,1,6,2,23,40,7
F00368,4,4,58,,2,4,2,23,40,
F00369,4,3,35,,2,5,2,15,,
F00369,4,3,40,2,1,5,2,32,10,6
F00370,2,4,27,,2,8,1,20,40,
F00370,3,4,54,,2,7,2,20,40,
F00370,3,4,58,2,1,7,2,20,30,10
F00370,3,4,62,,2,4,1,15,,
F00371,3,3,38,2,1,6,2,25,10,8
F00371,3,3,43,,2,7,2,18,40,
F00372,4,3,28,,2,6,2,3,,
F00372,4,3,28,2,1,6,2,3,40,5
F00373,4,3,40,,2,5,2,12,,
F00373,4,3,42,2,1,6,2,12,10,9
F00374,4,1,57,2,2,4,2,21,,5
F00375,3,3,36,,2,5,2,3,,
F00375,3,3,40,2,1,5,2,3,30,5
F00376,2,3,28,,2,6,1,28,,
F00376,4,3,56,,2,4,2,30,40,
F00376,3,3,62,2,1,4,2,30,50,5
F00377,4,4,44,2,1,5,2,10,20,7
F00377,4,4,45,,2,5,2,10,,
F00378,3,3,40,,1,6,1,40,40,
F00378,4,3,66,,2,4,2,40,20,
F00378,4,3,69,2,1,4,2,40,20,10
F00379,4,3,40,2,1,6,2,8,20,10
F00379,4,3,42,,2,6,2,8,50,
F00380,4,2,49,2,2,4,1,6,40,4
F00380,4,2,79,,2,1,3,6,,
F00381,4,2,73,,2,3,2,30,,
F00381,4,2,85,2,1,4,2,30,,3
F00382,3,3,21,,1,4,1,16,30,
F00382,4,3,48,2,1,4,2,16,,6
F00382,4,3,50,,2,4,2,16,30,
F00383,3,5,19,,2,6,1,19,20,
F00383,3,5,22,,1,4,1,22,,
F00383,3,5,26,,1,5,1,25,30,
F00383,4,5,52,2,1,6,2,25,10,6
F00383,4,5,54,,2,4,2,25,,
F00384,4,2,35,,2,8,2,1,30,
F00384,4,2,35,2,1,7,2,1,40,6
F00385,5,3,34,,2,5,2,25,,
F00385,3,3,38,2,1,5,2,1,40,5
F00386,4,4,22,,2,6,1,22,45,
F00386,4,4,26,,2,6,1,21,,
F00386,4,4,51,,2,6,2,21,,
F00386,4,4,54,2,1,6,2,23,,6
F00387,4,4,16,,2,4,1,13,15,
F00387,2,4,45,2,1,5,2,13,,6
F00387,3,4,46,,2,5,2,13,,
F00388,4,2,67,,2,2,2,35,,
F00388,4,2,69,2,1,3,2,35,15,3
F00389,4,3,45,,1,5,1,27,10,
F00389,5,3,49,2,1,5,1,28,,8
F00389,5,3,80,,2,2,3,30,30,
F00390,3,4,38,,2,5,2,7,5,
F00390,3,4,46,2,1,6,2,7,,8
F00391,4,4,44,,2,6,2,13,40,
F00391,4,4,46,2,1,6,2,10,20,10
F00392,4,4,38,,2,6,2,10,,
F00392,4,4,42,2,1,6,2,10,25,5
F00393,4,2,61,,2,4,2,35,,
F00393,3,2,66,2,1,6,2,35,30,4
F00394,1,3,18,,1,4,1,18,30,
F00394,3,3,22,,2,6,1,19,20,
F00394,3,3,49,2,2,4,2,19,,5
F00395,5,2,49,2,1,6,2,40,50,10
F00395,3,2,50,,2,4,2,4,45,
F00396,4,5,18,,1,4,1,18,30,
F00396,4,5,48,,2,5,2,30,20,
F00396,4,5,50,2,1,5,2,32,40,6
F00397,4,3,42,2,2,4,2,10,,4
F00398,4,4,47,,2,5,2,12,,
F00398,3,4,47,2,1,7,2,12,30,10
F00399,4,3,28,,1,6,1,20,40,
F00399,5,3,55,,2,4,2,20,10,
F00399,5,3,60,2,1,4,2,20,30,9
F00400,5,1,78,2,2,1,3,10,,1
F00401,4,2,68,,2,2,2,3,,
F00401,4,2,74,2,1,3,2,3,,2
F00402,5,2,48,,2,4,2,22,40,
F00402,5,2,50,2,1,4,2,22,10,7
F00403,4,2,61,,2,4,2,45,,
F00403,4,2,65,2,1,4,2,45,20,4
F00404,4,5,31,,2,4,2,12,,
F00404,4,5,51,2,1,4,2,12,30,7
F00405,5,2,70,,2,2,2,41,,
F00405,5,2,71,2,1,2,2,41,,2
F00406,5,1,84,2,2,2,3,22,,1
F00407,5,1,79,2,2,2,3,50,,2
F00408,3,2,52,2,2,7,1,8,,5
F00408,4,2,83,,1,5,3,10,,
F00409,3,2,62,,2,4,2,10,40,
F00409,3,2,62,2,1,4,2,10,,5
F00410,5,4,33,,2,6,1,33,,
F00410,4,4,35,,1,6,1,35,30,
F00410,5,4,60,,2,2,2,35,25,
F00410,5,4,63,2,1,2,2,35,,7
F00411,4,4,22,,1,4,1,22,30,
F00411,4,4,25,,2,5,1,25,30,
F00411,4,4,53,2,2,4,2,27,,9
F00411,5,4,85,,2,2,3,15,,
F00412,4,3,31,,2,4,1,10,15,
F00412,4,3,33,,2,4,1,10,35,
F00412,5,3,59,2,2,4,4,10,,6
F00413,5,2,58,2,2,4,2,23,,5
F00413,5,2,60,,1,5,2,23,30,
F00414,4,3,31,,1,6,1,30,35,
F00414,2,3,58,,2,4,2,30,15,
F00414,3,3,58,2,1,5,2,30,15,9
F00415,3,4,25,,1,5,1,25,40,
F00415,3,4,27,,2,5,1,27,,
F00415,3,4,49,,2,4,2,30,,
F00415,4,4,54,2,1,4,2,30,30,5
F00416,4,1,36,2,1,6,1,30,,4
F00417,3,4,38,,2,6,2,38,,
F00417,3,4,42,2,1,7,2,15,50,6
F00418,4,4,16,,2,4,1,16,20,
F00418,5,4,48,,2,5,2,48,10,
F00418,5,4,48,2,1,4,2,28,40,6
F00419,5,2,66,,2,3,2,41,50,
F00419,5,2,66,2,1,3,2,41,20,5
F00420,1,3,47,,1,6,4,36,30,
F00420,3,3,73,,2,4,2,36,,
F00420,3,3,74,2,1,4,2,36,30,9
F00421,4,3,27,,1,5,1,19,,
F00421,4,3,55,,2,4,2,19,,
F00421,4,3,65,2,1,4,2,7,40,6
F00422,2,2,70,2,1,4,2,37,,5
F00422,2,2,72,,2,2,2,37,,
F00423,4,4,17,,2,4,1,17,15,
F00423,4,4,44,,2,5,2,20,,
F00423,4,4,46,2,1,5,2,20,50,7
F00424,4,2,55,2,2,5,1,25,,4
F00424,4,2,78,,2,5,3,25,,
F00425,3,3,17,,2,4,1,17,30,
F00425,4,3,46,,2,4,2,19,50,
F00425,4,3,47,2,1,4,2,19,,3
F00426,5,1,77,2,2,2,3,77,,2
F00427,2,3,30,,2,5,1,21,50,
F00427,4,3,59,,2,4,2,21,,
F00427,4,3,61,2,1,6,2,20,30,5
F00428,4,4,36,,1,4,1,31,40,
F00428,4,4,38,,1,3,1,31,40,
F00428,5,4,59,,2,2,2,31,,
F00428,5,4,69,2,1,4,2,31,,7
F00429,5,2,78,,2,2,2,20,,
F00429,5,2,83,3,1,2,2,20,,1
F00430,5,1,62,3,1,4,4,30,30,5
F00431,1,1,76,3,2,2,4,20,,2
F00432,5,2,71,,2,2,2,35,,
F00432,5,2,71,3,1,2,2,35,,1
F00433,5,2,72,,2,3,2,30,,
F00433,5,2,80,3,1,3,2,30,,2
F00434,4,2,24,,2,6,1,24,40,
F00434,5,2,58,3,2,5,3,58,,4
F00435,4,3,22,,1,6,1,22,,
F00435,3,3,24,,1,6,1,24,,
F00435,4,3,48,3,1,4,4,25,40,5
F00436,3,4,29,,2,6,2,4,30,
F00436,3,4,56,3,1,5,2,4,30,5
F00437,5,1,57,3,2,2,4,10,10,2
F00438,4,3,36,,2,6,1,36,,
F00438,4,3,60,,2,3,2,40,,
F00438,4,3,60,3,1,2,2,40,,2
F00439,5,4,24,,1,6,1,24,30,
F00439,4,4,26,,2,4,1,26,,
F00439,4,4,28,3,2,6,1,28,15,4
F00439,5,4,58,,2,4,3,30,,
F00440,5,1,65,1,1,6,2,30,,2
F00441,4,1,64,1,2,3,4,17,,3
F00442,5,1,82,1,1,1,4,50,,2
F00443,5,1,78,1,1,1,3,25,,1
F00444,3,4,20,,2,5,1,20,10,
F00444,3,4,25,,1,4,1,25,10,
F00444,2,4,48,,2,4,2,23,10,
F00444,3,4,55,3,1,4,2,23,30,4
F00445,4,2,65,,2,4,2,36,,
F00445,4,2,70,3,1,4,2,36,,3
F00446,2,1,57,3,1,6,4,2,,3
F00447,3,3,21,,2,5,1,21,50,
F00447,3,3,59,3,2,3,2,30,,3
F00447,4,3,62,,1,5,2,30,,
F00448,4,1,29,3,2,4,1,29,30,3
F00449,5,2,44,,2,4,2,22,30,
F00449,5,2,53,3,1,6,2,22,40,5
F00450,2,3,32,,2,7,1,25,20,
F00450,4,3,64,,2,4,2,25,,
F00450,4,3,67,3,1,4,2,25,,6
F00451,5,1,60,3,2,3,4,32,5,3
F00452,3,2,24,,1,6,1,2,10,
F00452,3,2,54,3,2,5,2,2,,4
F00453,4,2,82,,2,2,2,50,,
F00453,4,2,85,3,1,7,2,50,,3
F00454,2,2,33,,2,4,1,3,,
F00454,4,2,61,3,1,4,4,3,50,4
F00455,4,3,60,,1,5,4,21,,
F00455,4,3,81,3,1,3,2,21,,4
F00455,4,3,82,,2,3,2,21,,
F00456,3,2,61,,1,6,2,30,,
F00456,4,2,64,3,2,3,2,30,,4
F00457,3,2,62,,2,2,2,40,,
F00457,3,2,67,3,1,2,2,40,5,4
F00458,3,2,24,,2,6,1,2,,
F00458,3,2,54,3,1,4,3,2,,3
F00459,5,2,72,,2,2,2,42,,
F00459,5,2,80,3,1,2,2,42,,3
F00460,4,2,17,,1,4,1,17,20,
F00460,2,2,45,3,2,4,4,22,20,3
F00461,4,4,15,,2,4,1,15,15,
F00461,4,4,46,3,2,5,2,20,10,7
F00461,4,4,76,,2,2,3,30,,
F00462,4,3,29,,1,6,1,20,30,
F00462,5,3,54,,2,4,2,20,,
F00462,5,3,57,3,1,4,2,20,20,5
F00463,4,2,32,,2,5,2,20,10,
F00463,4,2,34,3,1,5,2,34,30,7
F00464,4,4,39,,2,4,2,20,10,
F00464,4,4,41,3,1,5,2,14,,3
F00465,4,3,27,,2,5,1,27,50,
F00465,4,3,50,,2,4,2,30,30,
F00465,4,3,63,3,1,4,2,35,20,7
F00466,4,2,39,3,1,6,2,39,40,5
F00466,4,2,43,,2,5,2,16,,
F00467,1,5,15,,2,3,1,15,10,
F00467,2,5,18,,1,4,1,18,40,
F00467,3,5,21,,2,6,1,21,10,
F00467,5,5,43,,2,4,2,22,30,
F00467,5,5,57,3,1,4,2,27,30,8
F00468,2,2,53,,2,5,2,30,20,
F00468,2,2,60,3,1,4,2,30,,4
F00469,4,2,68,,2,5,2,20,,
F00469,5,2,72,3,1,6,2,20,,3
F00470,4,3,29,,1,5,1,29,20,
F00470,4,3,31,,2,5,1,31,,
F00470,4,3,61,3,2,3,4,32,10,4
F00471,3,2,30,,2,5,1,30,,
F00471,5,2,51,3,2,3,2,31,5,6
F00472,5,1,59,3,2,4,4,30,25,3
F00473,3,3,40,,2,6,2,20,,
F00473,3,3,40,3,1,6,2,20,40,5
F00474,4,2,23,2,1,5,2,23,10,4
F00474,4,2,24,,2,4,2,24,,
F00475,2,3,25,,1,6,1,25,,
F00475,5,3,56,,2,4,2,38,30,
F00475,5,3,61,2,1,4,2,38,30,6
F00476,5,3,40,,1,6,2,19,40,
F00476,4,3,63,,2,2,2,19,,
F00476,2,3,71,2,1,3,2,19,,5
F00477,3,4,25,,1,5,1,4,,
F00477,2,4,29,,1,5,1,4,,
F00477,4,4,63,,2,4,2,5,,
F00477,4,4,65,2,1,5,2,5,,4
F00478,5,3,46,,1,6,1,46,,
F00478,4,3,67,,2,3,2,47,10,
F00478,4,3,73,2,1,3,2,73,,4
F00479,3,5,44,,1,6,4,44,40,
F00479,4,5,47,,1,5,1,47,,
F00479,4,5,68,,2,2,2,52,20,
F00479,4,5,71,2,1,2,2,52,,5
F00480,3,2,72,,2,4,2,30,,
F00480,4,2,77,2,1,3,2,30,,3
F00481,4,4,23,,1,5,1,23,30,
F00481,4,4,28,,1,5,1,28,20,
F00481,2,4,51,2,2,4,2,28,15,6
F00481,4,4,53,,1,4,2,28,25,
F00482,1,1,29,2,1,4,1,26,40,4
F00483,5,2,73,,2,2,2,48,,
F00483,5,2,76,2,1,4,2,48,30,4
F00484,1,4,15,,2,3,1,15,15,
F00484,1,4,22,,2,5,1,22,,
F00484,4,4,52,,2,7,2,21,,
F00484,4,4,53,2,1,6,2,21,50,10
F00485,4,1,72,2,2,8,4,30,,4
F00486,3,3,35,,1,5,1,30,20,
F00486,4,3,59,,2,3,2,30,30,
F00486,3,3,59,2,1,3,2,30,30,4
F00487,5,3,36,,2,5,2,20,30,
F00487,5,3,41,2,1,7,2,10,40,8
F00488,4,2,34,,2,6,2,7,,
F00488,4,2,36,2,1,6,2,7,20,6
F00489,2,2,26,,2,5,1,2,30,
F00489,3,2,28,2,1,5,1,2,,3
F00490,5,2,69,,2,3,2,44,5,
F00490,5,2,72,2,1,1,2,44,5,4
F00491,5,2,26,,2,6,2,1,20,
F00491,4,2,28,2,1,6,2,1,30,6
F00492,5,4,38,,2,6,2,38,,
F00492,1,4,39,2,1,6,2,15,30,5
F00493,4,2,80,,2,3,2,2,,
F00493,4,2,83,2,1,4,2,2,,3
F00494,5,1,58,2,2,5,4,30,30,3
F00495,4,2,75,,2,4,2,15,5,
F00495,4,2,75,2,1,4,2,15,5,4
F00496,4,2,62,,2,5,2,31,,
F00496,4,2,64,2,1,6,2,31,40,5
F00497,4,3,34,,1,6,1,34,40,
F00497,4,3,63,,2,4,2,37,,
F00497,2,3,63,2,1,6,2,37,,9
F00498,5,4,36,,2,6,2,34,,
F00498,5,4,38,2,1,5,2,34,20,9
F00499,4,1,60,2,2,3,4,16,30,3
F00500,4,2,77,2,2,2,2,41,,3
F00500,4,2,82,,1,4,2,41,,
F00501,4,1,72,2,2,3,4,50,,3
F00502,4,4,37,,2,5,2,34,,
F00502,2,4,42,2,1,5,2,8,15,4
F00503,2,2,27,,2,6,1,27,20,
F00503,4,2,61,2,1,5,4,25,,5
F00504,3,5,19,,2,4,1,19,,
F00504,3,5,20,,2,5,1,20,,
F00504,3,5,42,,2,2,2,30,,
F00504,4,5,58,3,1,4,2,30,20,3
F00505,4,3,26,,2,6,1,26,,
F00505,5,3,56,,2,4,2,33,30,
F00505,5,3,58,3,1,4,2,33,,6
F00506,3,3,46,,1,4,1,40,30,
F00506,4,3,48,,1,4,1,46,40,
F00506,3,3,65,3,2,2,3,40,50,3
F00507,3,1,39,3,1,5,1,1,35,3
F00508,4,4,44,,2,4,2,35,30,
F00508,4,4,45,3,1,4,2,45,,5
F00509,4,2,47,3,1,4,4,40,15,4
F00509,4,2,76,,2,3,3,50,,
F00510,3,2,63,,2,4,2,40,,
F00510,3,2,67,3,1,3,2,40,,2
