가구일련번호,향후거주의향,입력된가구원수계,나이,주택형태,성별,교육정도,혼인상태,지역 거주기간,통근시간(분),월평균가구소득
F00511,3,2,48,,1,5,1,4,,
F00511,3,2,79,3,2,2,3,4,,5
F00512,3,3,28,,2,6,1,28,40,
F00512,3,3,55,,2,6,2,30,20,
F00512,2,3,58,3,1,4,2,40,30,5
F00513,3,2,23,,1,6,1,23,,
F00513,4,2,77,3,2,3,3,26,30,2
F00514,4,1,37,1,1,7,1,5,,4
F00515,3,1,30,1,1,5,1,10,50,3
F00516,2,1,33,1,2,6,1,6,,4
F00517,4,3,40,,2,4,2,15,,
F00517,4,3,44,1,1,4,2,40,,6
F00518,4,1,67,1,1,2,3,60,,1
F00519,4,4,22,,1,6,1,18,20,
F00519,4,4,53,,2,6,2,18,30,
F00519,5,4,59,2,1,6,2,18,30,7
F00519,4,4,85,,1,3,3,2,20,
F00520,4,3,56,,2,3,2,18,30,
F00520,4,3,64,2,1,4,2,18,30,5
F00520,5,3,85,,2,2,3,8,,
F00521,4,3,46,,1,6,1,46,30,
F00521,4,3,50,,2,4,4,50,,
F00521,4,3,77,2,2,4,3,50,,4
F00522,4,3,17,,2,4,1,17,10,
F00522,4,3,48,,2,4,2,25,40,
F00522,4,3,55,2,1,5,2,30,,9
F00523,4,4,40,,2,5,2,12,,
F00523,4,4,44,2,1,6,2,14,30,6
F00524,3,4,17,,2,4,1,17,30,
F00524,4,4,50,,2,5,2,19,20,
F00524,4,4,59,2,1,6,2,19,20,5
F00525,2,2,76,,1,4,2,45,,
F00525,5,2,78,2,2,4,2,30,,5
F00526,4,3,24,,2,5,1,24,30,
F00526,3,3,54,2,1,6,4,40,,6
F00526,5,3,81,,1,4,3,35,,
F00527,4,5,17,,2,4,1,16,30,
F00527,2,5,47,,2,6,2,18,15,
F00527,2,5,47,2,1,6,2,18,30,7
F00528,3,4,22,,1,6,1,22,,
F00528,2,4,24,,1,6,1,23,30,
F00528,4,4,51,,2,5,2,26,30,
F00528,4,4,56,2,1,7,2,26,10,5
F00529,2,4,15,,1,4,1,15,40,
F00529,3,4,18,,2,4,1,18,40,
F00529,4,4,43,,2,4,2,16,30,
F00529,5,4,48,2,1,4,2,25,30,6
F00530,4,4,16,,2,4,1,10,20,
F00530,4,4,20,,1,4,1,10,,
F00530,4,4,52,2,1,6,4,10,,6
F00531,5,1,61,2,1,3,3,45,,2
F00532,3,2,40,2,1,5,2,7,,6
F00532,4,2,41,,2,6,2,7,20,
F00533,4,1,77,2,2,2,3,20,,2
F00534,4,2,45,,2,6,2,22,20,
F00534,4,2,50,2,1,5,2,30,10,8
F00535,5,2,31,,2,6,2,31,,
F00535,5,2,32,2,1,6,2,3,20,6
F00536,3,3,26,,1,6,1,16,30,
F00536,4,3,27,,2,7,1,16,,
F00536,4,3,55,2,2,5,2,16,25,6
F00537,4,4,16,,1,4,1,16,20,
F00537,3,4,19,,1,6,1,19,,
F00537,4,4,45,,2,5,2,20,15,
F00537,3,4,53,2,1,4,2,35,,7
F00538,4,3,38,,2,7,2,5,,
F00538,4,3,45,2,1,6,2,5,20,7
F00539,4,2,32,,2,7,1,32,30,
F00539,3,2,59,2,2,4,3,57,40,8
F00540,3,3,17,,2,4,1,10,15,
F00540,4,3,46,2,1,6,2,10,10,8
F00540,4,3,47,,2,4,2,10,10,
F00541,3,4,16,,2,4,1,16,30,
F00541,4,4,46,,2,5,2,18,,
F00541,3,4,48,2,1,6,2,18,30,6
F00542,3,2,31,2,2,6,2,1,,10
F00542,1,2,34,,1,6,2,1,30,
F00543,4,2,35,,1,6,1,10,,
F00543,4,2,60,2,2,5,2,34,10,6
F00544,3,3,21,,1,5,1,17,,
F00544,4,3,47,,2,4,2,17,,
F00544,4,3,55,2,1,4,2,17,50,6
F00545,5,2,58,,2,4,2,26,,
F00545,5,2,61,2,1,6,2,26,,7
F00546,4,3,34,,2,6,2,30,30,
F00546,4,3,37,2,1,6,2,2,,7
F00547,5,3,41,,2,6,2,41,,
F00547,5,3,42,2,1,6,2,12,,10
F00548,2,3,23,,2,6,1,12,40,
F00548,4,3,47,,2,5,2,12,,
F00548,4,3,53,2,1,6,2,13,,6
F00549,5,3,29,,2,6,1,29,20,
F00549,5,3,59,,2,4,2,33,,
F00549,4,3,59,2,1,6,2,33,40,6
F00550,5,3,18,,2,4,1,18,25,
F00550,5,3,50,,2,6,2,18,30,
F00550,5,3,51,2,1,6,2,18,20,5
F00551,4,3,21,,2,5,1,17,30,
F00551,4,3,51,,2,7,2,17,20,
F00551,3,3,52,2,1,7,2,17,20,7
F00552,4,3,42,2,2,7,2,4,30,10
F00552,2,3,48,,1,6,2,4,10,
F00553,4,4,44,,2,6,2,13,,
F00553,4,4,45,2,1,7,2,13,30,5
F00554,4,4,40,2,1,4,2,30,15,4
F00554,4,4,41,,2,4,2,10,,
F00555,3,4,16,,1,4,1,9,25,
F00555,4,4,19,,2,5,1,9,30,
F00555,4,4,44,,2,6,2,9,20,
F00555,4,4,48,2,1,6,2,9,45,10
F00556,4,4,20,,2,5,1,15,,
F00556,4,4,23,,1,6,1,15,30,
F00556,2,4,48,,2,6,2,15,,
F00556,2,4,51,2,1,4,2,15,30,8
F00557,5,4,15,,1,4,1,14,20,
F00557,4,4,20,,2,6,1,15,30,
F00557,4,4,49,,2,7,2,20,15,
F00557,4,4,49,2,1,6,2,20,30,9
F00558,5,3,18,,1,4,1,16,25,
F00558,4,3,53,,2,6,2,16,,
F00558,4,3,53,2,1,6,2,16,45,8
F00559,4,1,66,2,2,5,2,10,,10
F00560,5,3,25,,1,5,1,24,,
F00560,1,3,28,,2,6,1,1,15,
F00560,4,3,53,2,2,4,2,33,30,7
F00561,4,3,37,,1,6,1,33,,
F00561,4,3,67,,2,3,2,33,,
F00561,4,3,69,2,1,4,2,33,,10
F00562,4,4,16,,2,4,1,15,10,
F00562,4,4,43,,2,6,2,11,30,
F00562,5,4,46,2,1,6,2,11,40,9
F00563,3,4,36,,2,6,2,6,,
F00563,3,4,40,2,1,6,2,6,,7
F00564,5,3,27,,1,6,1,27,40,
F00564,5,3,56,,2,6,2,31,40,
F00564,5,3,60,2,1,4,2,31,40,7
F00565,4,4,16,,2,4,1,16,15,
F00565,4,4,21,,2,6,1,21,,
F00565,4,4,47,2,1,6,2,30,,9
F00565,4,4,49,,2,5,2,46,20,
F00566,4,4,30,,2,6,1,18,20,
F00566,4,4,31,,1,6,1,18,20,
F00566,4,4,57,,2,4,2,18,20,
F00566,4,4,60,2,1,6,2,18,20,10
F00567,4,4,23,,1,6,1,23,20,
F00567,4,4,30,,2,6,1,30,20,
F00567,4,4,61,,2,6,2,30,30,
F00567,4,4,61,2,1,6,2,30,,8
F00568,4,3,23,,2,5,1,23,20,
F00568,4,3,50,,2,5,2,30,,
F00568,2,3,56,2,1,6,2,37,20,5
F00569,4,3,40,,2,7,2,30,35,
F00569,4,3,41,2,1,6,2,30,50,7
F00570,4,1,48,2,2,7,1,1,,7
F00571,4,2,65,,2,3,2,37,,
F00571,4,2,67,2,1,3,2,37,20,3
F00572,4,4,27,,2,5,1,27,,
F00572,5,4,30,,2,5,1,30,,
F00572,5,4,59,,2,3,2,35,15,
F00572,5,4,60,2,1,2,2,35,15,5
F00573,4,1,64,2,1,2,3,15,,4
F00574,4,2,85,,2,2,2,7,,
F00574,4,2,85,2,1,6,2,7,,2
F00575,5,2,60,2,1,4,2,36,20,6
F00575,4,2,62,,2,4,2,36,,
F00576,4,4,18,,1,4,1,10,20,
F00576,4,4,20,,2,6,1,10,30,
F00576,4,4,48,,2,6,2,10,,
F00576,4,4,51,2,1,8,2,10,30,10
F00577,4,1,64,2,2,3,3,40,,2
F00578,4,1,55,2,1,6,1,30,,3
F00579,4,4,24,,2,5,1,24,30,
F00579,3,4,27,,1,6,1,23,40,
F00579,3,4,54,,2,6,2,22,30,
F00579,4,4,58,2,1,5,2,22,,7
F00580,4,2,40,,1,6,1,30,50,
F00580,3,2,62,2,2,6,4,38,10,6
F00581,1,4,15,,2,4,1,14,15,
F00581,4,4,18,,2,4,1,18,20,
F00581,4,4,46,,2,5,2,23,15,
F00581,4,4,52,2,1,5,2,25,10,7
F00582,5,4,25,,2,6,1,8,40,
F00582,3,4,28,,1,4,1,8,20,
F00582,3,4,53,,2,7,2,8,20,
F00582,3,4,57,2,1,6,2,8,30,10
F00583,3,4,16,,1,4,1,10,20,
F00583,4,4,46,,2,6,2,29,30,
F00583,3,4,48,2,1,6,2,22,30,6
F00584,4,2,45,2,1,5,1,40,20,6
F00584,4,2,71,,2,2,3,60,,
F00585,4,4,23,,1,6,1,14,10,
F00585,3,4,27,,2,5,1,14,30,
F00585,4,4,54,,2,4,2,14,,
F00585,4,4,55,2,1,4,2,14,30,10
F00586,4,5,35,,2,6,2,8,,
F00586,4,5,39,2,1,5,2,8,,6
F00587,4,2,72,,2,2,2,52,,
F00587,5,2,83,2,1,2,2,52,20,4
F00588,4,1,78,2,2,5,2,51,,5
F00589,3,3,27,,1,6,1,4,,
F00589,3,3,54,,2,4,2,4,15,
F00589,4,3,61,2,1,4,2,4,,7
F00590,3,4,22,,1,6,1,20,30,
F00590,3,4,24,,2,6,1,23,30,
F00590,3,4,53,2,1,5,2,25,25,7
F00590,4,4,55,,2,6,2,27,20,
F00591,4,4,33,2,1,6,2,3,10,6
F00591,4,4,36,,2,7,2,3,20,
F00592,3,3,42,,2,6,2,14,10,
F00592,4,3,45,2,1,6,2,14,10,7
F00593,4,3,28,,2,5,1,27,10,
F00593,5,3,55,,2,3,2,30,30,
F00593,5,3,65,2,1,3,2,30,15,4
F00594,4,5,19,,2,6,1,10,20,
F00594,4,5,22,,1,6,1,12,,
F00594,4,5,48,,2,4,2,12,,
F00594,3,5,55,2,1,4,2,12,,6
F00594,3,5,85,,2,2,2,12,,
F00595,5,3,38,,2,6,2,13,10,
F00595,5,3,40,2,1,7,2,40,,7
F00596,4,4,21,,2,6,1,21,,
F00596,4,4,24,,1,6,1,20,,
F00596,2,4,52,,2,4,2,20,20,
F00596,4,4,56,2,1,4,2,20,30,9
F00597,3,5,45,,2,6,2,13,,
F00597,4,5,49,2,1,6,2,13,10,10
F00598,4,5,16,,1,4,1,16,20,
F00598,4,5,45,,2,6,2,30,20,
F00598,4,5,46,2,1,6,2,30,30,10
F00598,4,5,76,,2,2,2,11,,
F00599,3,3,29,,1,6,1,29,,
F00599,4,3,56,,2,4,2,35,,
F00599,4,3,59,2,1,6,2,35,30,6
F00600,4,4,15,,2,3,1,15,20,
F00600,4,4,19,,2,4,1,19,,
F00600,4,4,51,,2,6,2,27,30,
F00600,4,4,53,2,1,6,2,30,30,10
F00601,3,3,25,,2,5,1,20,20,
F00601,3,3,26,,1,5,1,26,25,
F00601,4,3,85,2,2,2,3,40,,6
F00602,2,3,45,,2,6,2,8,,
F00602,3,3,49,2,1,7,2,18,,8
F00603,2,5,17,,2,4,1,17,30,
F00603,1,5,22,,2,6,1,22,,
F00603,3,5,49,,2,5,2,25,,
F00603,4,5,51,2,1,6,2,30,10,6
F00603,4,5,76,,2,4,3,30,,
F00604,4,3,20,,2,5,1,7,30,
F00604,4,3,50,,2,5,2,7,,
F00604,5,3,54,2,1,7,2,44,10,6
F00605,5,3,29,,1,6,1,29,,
F00605,5,3,56,,2,4,2,34,,
F00605,4,3,61,2,1,4,2,34,50,5
F00606,4,2,21,,2,5,1,18,25,
F00606,3,2,52,2,1,6,2,19,15,7
F00607,4,3,30,,1,5,1,30,,
F00607,4,3,66,,2,2,2,40,,
F00607,5,3,70,2,1,2,2,40,,6
F00608,3,3,38,,2,5,1,28,,
F00608,4,3,40,,2,6,1,28,,
F00608,3,3,71,2,1,5,3,28,20,8
F00609,4,1,45,1,1,4,1,25,10,6
F00610,4,2,54,,2,4,2,23,20,
F00610,2,2,57,1,1,4,2,25,20,6
F00611,3,4,43,,2,6,2,40,,
F00611,4,4,43,1,1,6,2,13,,7
F00612,5,2,52,,1,4,1,43,20,
F00612,5,2,74,1,2,3,3,43,,5
F00613,5,1,66,1,2,3,2,36,,7
F00614,4,3,37,,1,6,1,15,20,
F00614,4,3,61,,2,4,2,15,20,
F00614,4,3,64,1,1,7,2,40,,4
F00615,5,1,36,1,2,6,2,36,,5
F00616,4,1,82,3,1,3,3,12,,2
F00617,4,3,25,,2,6,1,20,30,
F00617,5,3,28,,2,6,1,20,,
F00617,2,3,58,1,2,4,3,20,,5
F00618,1,3,34,,2,4,1,4,30,
F00618,3,3,63,,2,6,2,4,30,
F00618,3,3,66,1,1,6,2,4,,7
F00619,4,2,74,3,2,4,2,40,30,4
F00619,5,2,77,,1,3,2,40,,
F00620,4,1,71,3,2,2,4,25,,3
F00621,4,3,22,,2,4,1,2,30,
F00621,2,3,55,,1,4,1,2,,
F00621,3,3,59,3,2,4,4,2,30,4
F00622,5,1,34,3,2,6,1,28,30,4
F00623,4,1,70,3,2,2,3,30,,2
F00624,4,3,43,,2,6,2,13,25,
F00624,4,3,45,2,1,6,2,13,30,9
F00625,4,2,62,,2,2,2,1,,
F00625,4,2,69,2,1,2,2,1,,4
F00626,4,2,64,,2,5,2,32,20,
F00626,4,2,64,2,1,6,2,33,,5
F00627,5,4,39,,2,6,2,29,15,
F00627,4,4,40,2,1,6,2,29,,7
F00628,1,3,43,,2,5,2,13,40,
F00628,3,3,43,2,1,5,2,12,10,10
F00629,4,4,20,,2,6,1,20,,
F00629,3,4,22,,1,6,1,22,,
F00629,4,4,52,,2,5,2,30,40,
F00629,5,4,56,2,1,4,2,20,20,3
F00630,1,4,39,,2,6,2,1,,
F00630,3,4,41,2,1,6,2,1,,7
F00631,4,4,20,,2,4,1,14,30,
F00631,4,4,21,,2,6,1,14,30,
F00631,4,4,48,,2,5,2,14,,
F00631,4,4,52,2,1,5,2,14,,10
F00632,4,1,53,2,2,4,2,30,15,6
F00633,4,3,41,2,1,6,2,32,30,10
F00633,4,3,43,,2,5,2,43,20,
F00634,4,4,41,,2,6,2,15,30,
F00634,5,4,42,2,1,6,2,15,25,8
F00635,5,2,77,,2,4,2,20,,
F00635,5,2,79,2,1,4,2,20,,3
F00636,4,4,35,,2,6,2,34,,
F00636,4,4,40,2,1,6,2,9,,8
F00637,4,3,31,2,1,6,1,31,30,5
F00637,3,3,56,,2,4,2,35,30,
F00637,4,3,60,,1,4,2,43,20,
F00638,4,3,42,,1,4,1,35,,
F00638,4,3,63,,2,4,2,35,,
F00638,4,3,67,2,1,4,2,35,,3
F00639,5,1,72,2,2,4,3,42,,1
F00640,5,4,27,,1,6,1,17,,
F00640,3,4,29,,1,6,1,18,,
F00640,5,4,61,,2,4,2,19,30,
F00640,1,4,61,2,1,5,2,19,40,4
F00641,4,4,20,,2,6,1,16,50,
F00641,4,4,21,,2,6,1,16,,
F00641,5,4,47,,2,4,2,16,20,
F00641,3,4,48,2,1,6,2,16,30,6
F00642,3,2,55,,2,5,2,18,40,
F00642,2,2,58,2,1,5,2,22,20,10
F00643,5,4,44,,2,6,2,44,,
F00643,5,4,45,2,1,6,2,10,,5
F00643,4,4,72,,1,4,4,45,,
F00644,4,4,21,,2,5,1,12,15,
F00644,4,4,23,,1,6,1,12,,
F00644,4,4,46,,2,6,2,12,15,
F00644,4,4,56,2,1,6,2,12,40,10
F00645,4,4,40,,2,5,2,10,,
F00645,4,4,44,2,1,5,2,10,20,8
F00646,4,2,69,,2,4,2,11,55,
F00646,4,2,73,2,1,3,2,11,50,3
F00647,4,4,33,,1,6,1,30,50,
F00647,4,4,38,2,1,7,1,30,50,6
F00647,2,4,63,,2,6,2,30,15,
F00647,1,4,69,,1,6,2,30,,
F00648,2,2,60,,2,5,2,15,,
F00648,4,2,64,2,1,6,2,15,,4
F00649,5,3,38,,2,5,2,9,,
F00649,4,3,41,2,1,6,2,20,50,7
F00650,4,2,63,,2,4,2,28,,
F00650,4,2,66,2,1,5,2,28,,6
F00651,3,4,17,,2,4,1,12,,
F00651,4,4,48,,2,6,2,12,10,
F00651,4,4,50,2,1,6,2,12,20,5
F00652,4,2,78,,2,4,2,29,,
F00652,5,2,79,2,1,4,2,29,,2
F00653,3,3,46,,2,6,2,10,,
F00653,5,3,46,2,1,6,2,10,10,5
F00654,3,3,30,,2,5,2,20,40,
F00654,4,3,30,2,1,5,2,30,30,4
F00655,5,2,20,,2,5,1,20,20,
F00655,4,2,45,2,2,5,4,20,20,4
F00656,5,3,39,,2,4,2,15,15,
F00656,5,3,39,2,1,5,2,7,30,3
F00657,4,1,72,2,2,2,4,10,20,2
F00658,3,2,62,,2,3,2,40,30,
F00658,4,2,66,2,1,3,2,41,,2
F00659,3,2,46,2,1,6,2,4,50,4
F00659,3,2,48,,2,5,2,4,,
F00660,5,2,64,,2,3,2,30,20,
F00660,3,2,67,2,1,4,2,30,15,4
F00661,4,1,55,2,2,6,4,27,10,2
F00662,5,1,71,2,2,4,4,5,,1
F00663,2,2,61,2,1,2,1,28,30,2
F00664,2,2,73,2,2,2,2,28,10,1
F00665,2,3,18,,1,6,1,11,30,
F00665,5,3,73,,2,2,2,33,30,
F00665,1,3,82,2,1,1,2,33,15,2
F00666,4,3,16,,1,4,1,3,30,
F00666,3,3,44,,2,4,2,3,,
F00666,4,3,46,2,1,5,2,3,30,4
F00667,5,2,72,2,2,3,2,5,20,2
F00667,4,2,78,,1,3,2,5,,
F00668,3,2,43,2,2,7,1,22,40,4
F00668,3,2,71,,2,4,2,2,10,
F00669,4,5,19,,2,5,1,19,20,
F00669,3,5,19,,2,6,1,19,30,
F00669,4,5,22,,2,6,1,22,40,
F00669,2,5,51,,2,6,2,22,10,
F00669,4,5,58,2,1,6,2,22,20,7
F00670,3,4,18,,1,4,1,18,,
F00670,4,4,20,,1,5,1,20,10,
F00670,4,4,50,,2,5,2,22,,
F00670,4,4,51,2,1,6,2,22,10,7
F00671,4,2,65,,2,6,2,16,,
F00671,4,2,72,2,1,7,2,25,10,4
F00672,2,3,44,,2,4,2,25,,
F00672,3,3,46,2,1,6,2,16,50,9
F00673,5,2,62,,2,6,2,30,,
F00673,5,2,65,2,1,6,2,55,30,8
F00674,5,3,29,,1,6,1,19,,
F00674,4,3,56,,2,5,2,18,10,
F00674,5,3,63,2,1,5,2,18,30,5
F00675,4,2,56,,2,4,2,28,,
F00675,4,2,67,2,1,4,2,29,,4
F00676,2,4,15,,1,3,1,15,10,
F00676,2,4,17,,2,4,1,17,20,
F00676,5,4,47,,2,6,2,22,,
F00676,4,4,48,2,1,7,2,20,10,8
F00677,1,4,17,,2,4,1,10,15,
F00677,4,4,24,,1,6,1,8,10,
F00677,4,4,53,,2,5,2,10,,
F00677,4,4,55,2,1,6,2,10,,5
F00678,4,3,25,,1,5,1,25,40,
F00678,4,3,60,,2,4,2,29,45,
F00678,3,3,60,2,1,5,2,29,,7
F00679,4,2,34,,2,6,1,29,,
F00679,4,2,70,2,1,4,3,10,,4
F00680,2,3,45,,2,6,2,12,,
F00680,4,3,49,2,1,7,2,25,,5
F00681,4,2,39,2,1,6,2,14,5,7
F00682,4,3,22,,2,6,1,15,50,
F00682,4,3,51,,2,6,2,20,30,
F00682,4,3,56,2,1,6,2,20,10,10
F00683,4,5,34,,2,6,2,8,,
F00683,4,5,37,2,1,6,2,8,50,7
F00684,3,1,30,2,1,6,1,2,40,5
F00685,4,1,34,2,1,7,1,2,20,4
F00686,3,1,57,2,2,6,1,14,,5
F00687,4,1,51,2,1,5,1,51,20,5
F00688,3,1,43,2,2,6,1,4,20,5
F00689,4,1,39,2,2,6,1,3,20,5
F00690,3,2,23,,2,6,1,20,40,
F00690,4,2,51,2,2,4,3,20,30,3
F00691,3,1,25,2,2,6,1,2,15,2
F00692,2,1,84,2,2,3,3,3,,2
F00693,4,1,61,2,2,2,4,30,15,3
F00694,5,1,63,2,2,5,1,14,20,2
F00695,2,1,40,2,1,6,1,5,,5
F00696,3,1,30,2,2,6,1,1,15,7
F00697,4,1,29,2,2,7,1,29,,1
F00698,4,2,31,,2,5,1,11,30,
F00698,3,2,58,2,1,4,2,30,,5
F00699,4,2,61,,2,4,2,15,,
F00699,4,2,63,2,1,4,2,15,20,7
F00700,5,3,26,,1,3,1,18,,
F00700,2,3,54,,2,6,2,27,,
F00700,2,3,58,2,1,6,2,27,,7
F00701,4,2,67,,2,7,2,19,,
F00701,4,2,67,2,1,6,2,19,,6
F00702,2,4,26,,2,6,1,17,,
F00702,3,4,55,,2,6,2,18,20,
F00702,3,4,60,2,1,6,2,25,10,10
F00702,4,4,83,,2,2,3,18,,
F00703,3,2,52,2,2,6,2,2,30,7
F00703,4,2,85,,2,3,3,5,,
F00704,3,4,24,,2,6,1,24,,
F00704,2,4,30,,1,6,1,30,,
F00704,4,4,53,,2,6,2,33,,
F00704,4,4,57,2,1,7,2,33,,8
F00705,2,3,29,,2,6,1,22,20,
F00705,2,3,59,2,1,7,2,22,,4
F00705,4,3,61,,2,6,2,21,,
F00706,4,3,43,,2,7,2,15,,
F00706,4,3,48,2,1,6,2,48,50,10
F00707,3,3,22,,2,6,1,1,,
F00707,4,3,51,,2,5,2,1,,
F00707,3,3,53,2,1,5,2,1,30,6
F00708,4,3,24,,2,5,1,24,,
F00708,4,3,52,,2,4,2,52,,
F00708,4,3,52,2,1,6,2,40,,10
F00709,4,2,66,2,2,4,2,23,,9
F00709,2,2,70,,1,5,2,23,,
F00710,1,4,24,,1,5,1,23,40,
F00710,4,4,35,,2,6,1,23,,
F00710,5,4,60,,2,5,2,25,,
F00710,5,4,64,2,1,5,2,25,20,7
F00711,4,1,60,2,1,6,2,30,,4
F00712,3,4,22,,2,5,1,22,30,
F00712,4,4,23,,1,6,1,20,,
F00712,4,4,50,,2,5,2,19,30,
F00712,4,4,55,2,1,6,2,20,10,7
F00713,3,3,31,,1,6,1,8,50,
F00713,5,3,58,,2,6,2,9,40,
F00713,4,3,58,2,1,7,2,10,40,10
F00714,3,3,22,,1,5,1,2,30,
F00714,3,3,77,,2,2,2,5,,
F00714,3,3,79,3,1,3,2,5,,3
F00715,3,3,20,,1,5,1,19,,
F00715,3,3,35,,1,5,1,30,,
F00715,3,3,56,3,2,4,4,30,10,3
F00716,3,4,29,,2,5,1,28,,
F00716,3,4,35,,1,5,1,30,30,
F00716,3,4,58,,2,4,2,30,30,
F00716,3,4,67,3,1,4,2,30,30,3
F00717,3,2,18,,1,4,1,17,10,
F00717,4,2,48,3,2,4,3,20,,3
F00718,3,3,48,,2,7,2,12,,
F00718,3,3,50,3,1,4,2,12,50,4
F00719,4,1,51,3,1,7,1,14,,1
F00720,4,2,48,,2,3,4,7,50,
F00720,4,2,76,3,2,2,3,7,15,4
F00721,4,2,60,,2,4,2,30,,
F00721,4,2,62,3,1,3,2,30,45,4
F00722,4,1,64,3,1,4,4,35,,2
F00723,3,2,24,,1,5,1,20,,
F00723,4,2,48,3,2,4,2,20,,6
F00724,4,2,65,,2,4,2,42,,
F00724,4,2,66,1,1,4,2,42,,3
F00725,3,3,19,,2,4,1,15,30,
F00725,1,3,36,1,2,4,2,15,30,4
F00725,3,3,37,,1,4,2,15,,
F00726,4,4,17,,1,4,1,17,40,
F00726,3,4,21,,2,6,1,19,,
