가구일련번호,향후거주의향,입력된가구원수계,나이,주택형태,성별,교육정도,혼인상태,지역 거주기간,통근시간(분),월평균가구소득
F00726,4,4,46,,2,4,2,20,10,
F00726,3,4,49,1,1,4,2,20,30,6
F00727,4,1,54,1,2,5,4,21,10,3
F00728,2,1,62,3,1,2,1,12,,2
F00729,3,3,40,,1,6,1,35,30,
F00729,4,3,65,,2,4,2,35,,
F00729,4,3,66,2,1,4,2,35,,6
F00730,2,5,15,,1,3,1,15,15,
F00730,3,5,45,,2,6,2,44,,
F00730,3,5,46,2,1,6,2,17,10,10
F00731,4,2,62,,2,6,2,35,20,
F00731,5,2,63,2,1,7,2,35,40,9
F00732,2,2,68,,2,4,2,32,,
F00732,4,2,70,2,1,6,2,32,,4
F00733,4,2,62,,2,6,2,40,,
F00733,4,2,66,2,1,6,2,35,,6
F00734,4,2,29,,2,6,1,26,20,
F00734,5,2,57,2,2,8,2,30,40,10
F00735,4,4,16,,1,4,1,16,10,
F00735,4,4,46,,2,4,2,37,10,
F00735,4,4,49,2,1,5,2,37,40,10
F00736,3,4,15,,1,4,1,15,30,
F00736,5,4,47,,2,5,2,16,,
F00736,5,4,51,2,1,6,2,25,45,10
F00737,4,3,28,,1,7,1,27,10,
F00737,4,3,29,,1,7,1,29,,
F00737,4,3,60,2,2,6,2,34,40,8
F00738,4,2,83,,2,4,2,35,,
F00738,4,2,84,2,1,6,2,35,,4
F00739,3,1,32,2,2,6,1,23,,4
F00740,4,1,85,2,2,4,3,32,,3
F00741,3,4,18,,1,4,1,17,17,
F00741,3,4,21,,1,6,1,20,,
F00741,5,4,44,,2,6,2,21,,
F00741,4,4,50,2,1,6,2,21,20,10
F00742,5,2,70,,2,6,2,43,,
F00742,5,2,75,2,1,6,2,43,,9
F00743,4,3,23,,1,6,1,23,20,
F00743,4,3,54,,2,5,2,23,35,
F00743,5,3,56,2,1,4,2,28,15,10
F00744,4,2,63,,2,3,2,29,,
F00744,4,2,68,3,1,3,2,29,,4
F00745,4,3,65,,2,4,2,50,,
F00745,4,3,71,3,1,4,2,70,20,3
F00745,4,3,85,,2,2,3,70,,
F00746,4,1,85,3,2,1,3,39,,2
F00747,4,2,67,,2,4,2,20,,
F00747,5,2,68,3,1,7,2,20,,5
F00748,4,2,41,,2,5,1,23,,
F00748,4,2,65,3,2,1,3,23,30,6
F00749,4,2,68,,2,3,2,50,30,
F00749,4,2,74,3,1,4,2,50,,4
F00750,4,2,71,3,2,1,2,20,,2
F00750,4,2,79,,1,1,2,20,,
F00751,1,4,17,,2,4,1,8,10,
F00751,5,4,19,,1,4,1,8,20,
F00751,5,4,47,,2,4,2,8,10,
F00751,3,4,47,3,1,4,2,8,15,5
F00752,4,1,49,3,1,4,4,4,30,5
F00753,4,3,19,,2,6,1,19,,
F00753,4,3,49,,2,6,2,30,40,
F00753,5,3,52,3,1,6,2,45,,3
F00754,4,1,53,3,2,4,4,30,15,3
F00755,3,3,27,,1,5,1,27,15,
F00755,3,3,55,3,2,3,4,30,10,4
F00755,4,3,82,,2,2,3,10,,
F00756,4,1,66,3,1,2,4,33,,3
F00757,5,4,24,,1,6,1,10,,
F00757,3,4,25,,2,4,1,25,20,
F00757,5,4,51,,2,4,2,27,40,
F00757,4,4,54,3,1,5,2,29,20,5
F00758,4,2,71,,2,4,2,40,,
F00758,3,2,73,3,1,4,2,40,20,3
F00759,4,1,28,4,2,6,1,6,30,4
F00760,4,1,30,4,2,6,1,2,15,4
F00761,3,1,44,4,1,6,2,8,40,5
F00762,3,1,26,4,2,6,1,1,20,4
F00763,4,1,31,4,1,6,1,4,,1
F00764,1,1,56,4,1,6,4,2,30,3
F00765,4,1,34,4,2,6,1,4,30,4
F00766,2,1,24,4,1,6,1,1,30,5
F00767,3,1,35,4,1,6,1,7,,5
F00768,2,1,31,4,2,6,1,1,20,5
F00769,2,1,28,4,2,6,1,6,15,5
F00770,4,1,29,4,1,6,1,3,20,4
F00771,4,1,45,4,2,5,1,44,,3
F00772,4,1,42,4,1,6,1,15,,6
F00773,3,1,25,4,2,6,1,1,20,3
F00774,2,1,50,2,2,5,1,1,15,2
F00775,4,2,68,,2,4,2,2,,
F00775,3,2,74,2,1,4,2,2,,3
F00776,4,2,63,,2,3,2,42,25,
F00776,4,2,67,2,1,3,2,42,20,4
F00777,5,1,71,2,2,5,2,5,20,3
F00778,1,3,39,,2,5,2,4,,
F00778,2,3,40,2,1,6,2,4,10,10
F00779,2,4,24,,1,5,1,5,20,
F00779,3,4,30,,2,6,1,5,,
F00779,5,4,52,,2,4,2,5,,
F00779,5,4,56,2,1,6,2,5,,8
F00780,4,2,35,,2,7,2,1,,
F00780,4,2,35,2,1,7,2,1,15,10
F00781,4,4,38,,2,6,2,10,40,
F00781,4,4,39,2,1,5,2,10,20,9
F00782,2,1,53,2,2,7,1,1,,5
F00783,4,2,40,2,2,4,1,17,30,4
F00783,1,2,66,,2,1,3,17,,
F00784,5,2,41,2,1,6,2,30,50,7
F00784,4,2,42,,2,6,2,30,30,
F00785,5,2,77,,2,3,2,20,,
F00785,5,2,78,2,1,3,2,20,,3
F00786,4,1,53,2,2,4,4,18,20,3
F00787,4,2,77,,2,4,2,2,,
F00787,4,2,82,2,1,5,2,2,30,4
F00788,4,3,30,2,2,6,2,7,,5
F00788,2,3,31,,1,7,2,2,,
F00789,4,3,36,,2,6,2,6,,
F00789,4,3,38,2,1,6,2,6,10,6
F00790,4,4,25,,1,6,1,21,,
F00790,4,4,36,,2,7,1,4,,
F00790,4,4,61,,2,4,2,30,,
F00790,3,4,62,2,1,5,2,30,,10
F00791,3,1,42,2,1,6,2,20,,5
F00792,4,1,26,2,2,7,2,7,40,8
F00793,5,1,64,2,2,7,3,20,,5
F00794,4,1,85,2,2,2,3,9,,1
F00795,4,1,52,2,2,6,2,25,,7
F00796,4,2,32,,2,6,2,7,20,
F00796,4,2,32,2,1,6,2,7,,6
F00797,4,2,47,2,1,6,2,15,,6
F00797,4,2,48,,2,6,2,15,,
F00798,4,1,82,2,2,2,3,5,,2
F00799,3,3,33,,2,6,2,4,,
F00799,3,3,36,2,1,6,2,4,40,4
F00800,4,2,44,,2,7,2,16,40,
F00800,3,2,44,2,1,6,2,16,40,10
F00801,5,2,81,,2,3,2,6,,
F00801,5,2,83,2,1,3,2,6,,7
F00802,3,2,47,2,1,6,1,19,,4
F00802,3,2,80,,2,4,3,19,,
F00803,1,2,83,,2,2,2,3,,
F00803,1,2,85,2,1,3,2,3,,3
F00804,4,1,73,2,2,3,3,9,,3
F00805,4,5,17,,1,4,1,5,20,
F00805,4,5,21,,2,6,1,5,,
F00805,4,5,23,,2,7,1,5,,
F00805,5,5,51,,2,6,2,5,,
F00805,4,5,55,2,1,8,2,5,30,10
F00806,3,3,25,,2,6,1,20,,
F00806,4,3,53,,2,6,2,26,,
F00806,2,3,57,2,1,7,2,26,40,10
F00807,4,4,40,,2,5,2,40,,
F00807,3,4,41,2,1,6,2,12,50,10
F00808,4,4,15,,1,3,1,15,20,
F00808,2,4,19,,2,6,1,19,30,
F00808,4,4,43,,2,4,2,21,,
F00808,5,4,48,2,1,5,2,21,30,8
F00809,2,3,50,2,1,5,3,25,10,10
F00809,2,3,58,,2,5,3,6,,
F00810,4,5,33,,2,6,2,7,20,
F00810,3,5,34,2,1,6,2,10,30,10
F00811,1,1,46,2,2,6,2,21,30,8
F00812,2,2,16,,2,4,1,16,,
F00812,4,2,54,2,2,4,4,20,,4
F00813,2,2,24,,2,6,1,17,20,
F00813,4,2,52,2,2,6,2,17,,8
F00814,3,3,33,2,2,8,2,10,20,6
F00815,4,3,42,,2,5,2,12,,
F00815,4,3,43,2,1,4,2,25,10,6
F00816,3,2,63,,2,6,2,5,,
F00816,2,2,64,2,1,6,2,5,,4
F00817,4,4,18,,1,5,1,18,30,
F00817,4,4,44,,2,6,2,20,,
F00817,4,4,47,2,1,5,2,18,,10
F00818,2,4,35,,2,6,2,10,,
F00818,2,4,40,2,1,6,2,10,20,7
F00819,4,2,73,,2,4,2,20,,
F00819,3,2,77,2,1,4,2,20,,2
F00820,4,2,59,,2,4,2,15,30,
F00820,4,2,65,2,1,6,2,15,,4
F00821,4,3,44,2,2,6,4,20,40,3
F00821,3,3,66,,2,3,3,25,10,
F00822,4,2,55,2,1,2,2,20,30,5
F00822,4,2,61,,2,3,2,20,30,
F00823,4,1,65,2,2,4,3,21,,1
F00824,3,4,19,,2,5,1,7,30,
F00824,3,4,46,,2,5,2,7,,
F00824,4,4,46,2,1,6,2,7,,6
F00825,5,1,59,2,1,4,3,16,45,4
F00826,4,3,29,,2,6,1,28,15,
F00826,4,3,57,2,1,5,2,31,20,5
F00826,4,3,58,,2,4,2,31,,
F00827,5,2,38,2,1,6,2,38,30,8
F00827,4,2,39,,2,6,2,39,30,
F00828,5,4,36,,2,5,2,8,,
F00828,4,4,39,2,1,6,2,8,20,8
F00829,2,3,37,,1,6,2,12,10,
F00829,4,3,38,2,2,6,2,11,10,6
F00830,1,1,48,2,1,6,1,11,,5
F00831,4,2,61,,2,4,2,28,20,
F00831,4,2,61,2,1,4,2,28,20,3
F00832,3,4,21,,1,5,1,5,,
F00832,3,4,52,,2,5,2,5,20,
F00832,4,4,53,2,1,6,2,5,40,7
F00833,4,1,33,2,1,6,1,5,15,5
F00834,3,1,85,4,2,2,3,1,,6
F00835,3,2,66,,2,3,2,4,,
F00835,2,2,68,4,1,4,2,6,30,4
F00836,3,1,30,4,1,6,1,1,10,7
F00837,4,1,27,4,2,6,1,27,10,4
F00838,4,1,52,4,1,4,4,26,30,5
F00839,5,1,28,4,2,7,1,28,10,5
F00840,4,1,33,4,1,6,1,20,,6
F00841,4,1,43,4,2,5,1,25,30,3
F00842,5,1,31,4,1,6,1,1,45,8
F00843,4,1,37,4,1,6,1,5,15,5
F00844,4,1,27,4,2,6,1,1,20,4
F00845,3,1,35,4,2,5,1,15,20,4
F00846,4,1,47,4,1,6,1,20,15,3
F00847,4,1,30,4,1,6,1,4,15,4
F00848,4,1,39,4,1,6,1,2,30,4
F00849,4,3,27,,1,4,1,13,,
F00849,3,3,37,,2,7,1,13,,
F00849,4,3,61,4,2,6,4,10,20,5
F00850,4,2,38,4,2,6,2,28,15,10
F00851,5,2,53,,2,4,2,28,,
F00851,5,2,53,4,1,5,2,28,30,5
F00852,5,1,58,4,1,6,4,29,20,10
F00853,2,1,20,4,2,5,1,17,20,2
F00854,5,2,77,,2,5,2,14,,
F00854,5,2,78,4,1,7,2,14,,4
F00855,3,4,44,,2,6,2,40,,
F00855,3,4,44,4,1,6,2,15,30,4
F00856,1,1,50,4,2,6,2,5,30,4
F00857,4,3,23,,1,4,1,20,,
F00857,4,3,59,,2,7,2,20,10,
F00857,4,3,61,4,1,7,2,20,10,6
F00858,2,3,21,,2,6,1,15,,
F00858,4,3,25,,1,6,1,15,30,
F00858,5,3,52,4,2,6,4,15,15,4
F00859,4,1,51,4,2,5,4,10,10,2
F00860,4,1,51,4,2,6,4,17,10,3
F00861,4,4,32,4,1,6,2,30,10,4
F00861,4,4,47,,2,6,2,5,,
F00862,4,3,15,,1,4,1,15,30,
F00862,4,3,18,,1,4,1,18,20,
F00862,2,3,48,4,2,5,2,48,,6
F00863,4,1,48,4,1,6,4,14,55,10
F00864,3,3,37,,2,7,2,5,,
F00864,4,3,41,2,1,7,2,5,20,6
F00865,5,5,40,,2,6,2,2,10,
F00865,5,5,41,2,1,7,2,2,20,10
F00866,5,4,43,,2,6,2,10,20,
F00866,4,4,43,2,1,6,2,10,30,8
F00867,4,4,39,,2,5,2,10,,
F00867,4,4,41,2,1,6,2,11,30,8
F00868,3,3,39,,1,6,1,3,,
F00868,3,3,62,,2,3,2,3,,
F00868,4,3,66,2,1,4,2,3,,6
F00869,3,3,48,,2,7,2,14,,
F00869,3,3,49,2,1,6,2,15,30,8
F00870,3,3,35,,2,6,2,3,40,
F00870,4,3,37,2,1,6,2,3,,4
F00871,3,4,18,,2,4,1,17,15,
F00871,3,4,23,,1,6,1,20,,
F00871,2,4,51,,2,7,2,43,10,
F00871,3,4,52,2,1,6,2,20,30,6
F00872,4,3,37,2,1,6,2,5,20,6
F00872,4,3,38,,2,6,2,5,,
F00873,2,2,39,,2,8,2,1,50,
F00873,3,2,39,2,1,7,2,1,30,9
F00874,4,1,46,2,1,6,1,46,10,9
F00875,5,2,55,,2,4,2,30,30,
F00875,5,2,55,2,1,4,2,30,30,10
F00876,4,1,80,2,2,6,4,20,,3
F00877,4,2,34,2,1,6,2,2,20,6
F00877,3,2,37,,2,5,2,2,40,
F00878,4,1,40,2,1,6,1,10,45,9
F00879,4,2,72,,2,4,2,30,,
F00879,4,2,73,2,1,4,2,30,,3
F00880,3,3,35,,2,5,2,5,40,
F00880,3,3,39,2,1,7,2,5,30,5
F00881,4,2,29,,2,6,2,1,20,
F00881,4,2,31,2,1,6,2,1,10,10
F00882,4,2,70,,2,1,2,20,,
F00882,4,2,83,2,1,1,2,20,,3
F00883,3,2,29,2,1,7,2,17,10,6
F00883,4,2,33,,2,7,2,30,20,
F00884,4,1,46,2,1,6,1,5,20,7
F00885,4,3,32,,2,6,2,5,20,
F00885,4,3,34,2,1,5,2,5,15,6
F00886,4,2,33,,2,5,2,2,,
F00886,4,2,33,2,1,5,2,5,,6
F00887,3,2,55,2,2,8,1,10,40,6
F00887,3,2,85,,2,4,3,10,,
F00888,3,1,58,2,2,6,1,18,,4
F00889,2,3,38,2,1,6,2,1,,6
F00889,2,3,39,,2,6,2,1,,
F00890,2,2,51,2,1,6,4,1,,3
F00890,3,2,80,,2,3,3,3,,
F00891,4,2,70,,2,3,2,15,,
F00891,4,2,76,2,1,4,2,15,,3
F00892,2,1,49,2,2,6,1,15,15,4
F00893,5,4,43,,2,5,2,9,,
F00893,4,4,43,2,1,6,2,9,30,3
F00894,4,1,29,2,1,6,1,6,,5
F00895,2,1,30,2,2,6,1,1,10,5
F00896,4,2,27,,1,5,1,1,20,
F00896,4,2,58,2,1,6,4,1,,5
F00897,4,3,64,,2,3,2,42,,
F00897,4,3,72,2,1,3,2,42,30,3
F00898,3,2,64,,2,4,2,30,,
F00898,5,2,67,2,1,3,2,30,10,3
F00899,3,2,39,2,2,7,1,10,20,6
F00899,2,2,66,,2,4,4,10,30,
F00900,4,1,26,2,1,6,1,2,30,5
F00901,4,2,47,,1,5,1,1,,
F00901,2,2,53,2,2,8,4,1,,4
F00902,5,1,57,2,2,4,3,28,20,3
F00903,4,1,85,2,2,3,3,21,,2
F00904,5,3,35,,2,5,2,2,,
F00904,5,3,40,2,1,6,2,2,30,5
F00905,4,1,78,2,2,2,3,40,,1
F00906,4,1,36,2,1,7,1,22,20,5
F00907,5,4,20,,2,6,1,20,50,
F00907,4,4,22,,2,5,1,22,40,
F00907,4,4,26,,2,4,1,26,5,
F00907,5,4,52,2,2,4,4,48,15,5
F00908,3,2,49,,1,4,1,30,,
F00908,4,2,76,2,2,4,3,30,30,5
F00909,4,1,37,2,2,7,1,25,30,6
F00910,3,3,17,,2,4,1,6,50,
F00910,4,3,46,,2,6,2,6,,
F00910,3,3,46,2,1,6,2,6,40,9
F00911,1,3,16,,1,4,1,12,30,
F00911,4,3,47,,2,7,2,12,30,
F00911,4,3,52,2,1,6,2,12,45,10
F00912,4,3,38,,2,8,2,10,30,
F00912,4,3,41,2,1,6,2,10,20,10
F00913,2,3,48,,1,5,1,1,,
F00913,2,3,54,,2,4,2,29,,
F00913,1,3,61,2,1,4,2,29,,4
F00914,2,3,37,,2,5,2,1,40,
F00914,4,3,39,2,1,6,2,25,20,6
F00915,4,3,42,,2,6,2,6,,
F00915,3,3,45,2,1,3,2,6,20,6
F00916,4,4,34,,2,6,2,23,,
F00916,5,4,42,2,1,1,2,20,20,6
F00917,3,2,65,,2,4,2,30,,
F00917,3,2,65,2,1,4,2,30,,3
F00918,4,2,65,,2,4,2,40,,
F00918,4,2,66,2,1,4,2,40,,3
F00919,3,1,34,2,1,6,1,1,,3
F00920,4,3,36,,2,6,2,10,,
F00920,4,3,41,2,1,6,2,10,30,6
F00921,4,3,29,,1,6,1,20,,
F00921,4,3,60,,2,6,2,21,20,
F00921,4,3,61,2,1,6,2,21,30,6
F00922,3,2,38,,2,6,2,2,10,
F00922,2,2,43,2,1,6,2,1,40,10
F00923,4,1,36,2,1,7,1,7,15,8
F00924,3,4,15,,2,4,1,15,15,
F00924,3,4,45,,2,5,2,16,30,
F00924,5,4,51,2,1,6,2,16,,8
F00925,4,5,39,,1,6,1,12,,
F00925,4,5,40,,2,7,2,10,50,
F00925,4,5,42,2,1,7,2,12,,10
F00926,4,3,39,,2,7,2,32,,
F00926,4,3,39,2,1,8,2,12,,10
F00927,4,3,36,2,1,6,2,10,30,5
F00927,5,3,37,,2,6,2,3,,
F00928,3,4,19,,1,4,1,4,30,
F00928,3,4,23,,2,6,1,4,30,
F00928,4,4,54,,2,6,2,4,,
F00928,4,4,54,2,1,8,2,4,30,10
F00929,2,4,15,,1,3,1,15,5,
F00929,2,4,17,,2,4,1,16,20,
F00929,4,4,46,,2,6,2,16,30,
F00929,4,4,48,2,1,6,2,17,45,9
F00930,4,4,45,,2,6,2,3,,
F00930,4,4,46,2,1,6,2,3,50,10
F00931,3,3,49,,2,6,2,11,,
F00931,4,3,52,2,1,5,2,35,,6
F00932,3,3,33,,1,4,1,30,20,
F00932,4,3,61,,2,4,2,30,20,
F00932,4,3,62,2,1,4,2,30,40,9
F00933,4,2,80,,2,2,2,26,,
F00933,4,2,85,2,1,4,2,26,,3
F00934,4,4,50,,2,4,2,8,,
F00934,3,4,50,2,1,4,2,8,20,4
F00935,1,4,42,,2,6,2,30,,
F00935,2,4,42,2,1,6,2,40,30,7
F00936,3,3,20,,1,6,1,19,40,
F00936,3,3,49,,2,6,2,19,,
F00936,2,3,49,2,1,6,2,19,,7
F00937,5,3,60,2,1,6,2,20,,3
F00937,5,3,61,,2,4,2,20,,
F00938,3,4,32,,2,4,1,25,,
F00938,3,4,69,,2,2,2,25,,
F00938,4,4,71,2,1,2,2,25,10,5
F00939,4,2,66,,2,4,2,25,,
F00939,3,2,68,1,1,4,2,25,,4
F00940,4,3,39,,2,6,2,25,,
F00940,4,3,42,1,1,7,2,15,40,6
F00941,4,5,40,,2,6,2,12,7,
F00941,4,5,43,1,1,6,2,12,30,8
F00942,3,2,62,1,1,6,2,38,,3
F00942,3,2,64,,2,4,2,38,,
F00943,5,2,38,,2,5,2,28,10,
F00943,5,2,38,1,1,4,2,10,30,7
F00944,4,1,79,1,2,4,3,10,,1
F00945,4,2,39,,2,6,2,4,,
F00945,4,2,42,1,1,6,2,4,10,5
F00946,2,4,17,,2,4,1,11,15,
F00946,1,4,45,,2,4,2,11,,
F00946,1,4,49,1,1,6,2,11,,8
F00947,4,1,40,1,1,6,1,25,30,5
F00948,5,1,78,1,2,2,3,43,5,2
F00949,5,1,34,1,2,7,2,8,20,8
F00950,2,1,45,3,1,6,1,6,30,5
F00951,5,1,81,1,2,1,3,15,,1
F00952,3,4,38,,2,6,2,1,,
F00952,4,4,41,1,1,7,2,15,30,7
F00953,4,4,25,,1,4,1,20,20,
F00953,4,4,27,,2,5,1,20,,
F00953,4,4,51,,2,6,2,20,20,
F00953,4,4,55,1,1,6,2,18,40,8
F00954,1,3,30,,1,6,1,30,20,
F00954,4,3,54,,2,4,2,33,10,
F00954,4,3,57,1,1,6,2,33,9,5
F00955,4,4,44,,2,6,2,11,,
F00955,4,4,47,1,1,5,2,14,30,4
F00956,3,6,32,,2,8,2,2,,
F00956,2,6,33,1,1,6,2,2,40,8
F00957,2,3,27,,2,6,1,2,10,
F00957,4,3,62,1,2,4,4,2,30,5
F00957,3,3,80,,2,2,3,2,,
F00958,2,4,15,,1,3,1,9,10,
F00958,3,4,18,,2,4,1,9,,
F00958,4,4,48,,2,6,2,9,10,
F00958,3,4,51,1,1,6,2,9,20,10
F00959,4,3,42,,2,6,2,10,20,
F00959,4,3,47,1,1,6,2,10,20,4
F00960,4,3,39,,1,5,1,20,20,
F00960,4,3,62,,2,2,2,20,,
F00960,3,3,66,1,1,2,2,20,20,4
F00961,3,2,27,,2,5,1,24,,
F00961,3,2,53,1,2,4,2,24,50,3
F00962,4,1,33,1,1,6,1,3,10,5
F00963,3,2,72,,2,4,2,40,,
F00963,5,2,75,1,1,4,2,40,,4
F00964,5,2,32,,2,7,2,2,30,
F00964,4,2,35,1,1,7,2,3,40,8
F00965,3,1,48,1,2,7,2,24,10,5
F00966,3,2,26,1,1,6,2,2,20,5
F00966,4,2,35,,2,6,2,2,20,
F00967,4,6,42,,2,6,2,42,,
F00967,5,6,44,,2,7,2,44,,
F00967,5,6,46,2,1,7,2,15,20,10
F00968,3,4,16,,1,4,1,12,10,
F00968,3,4,45,,2,5,2,12,,
F00968,4,4,46,2,1,6,2,10,40,6
F00969,5,2,83,,2,3,2,50,,
F00969,5,2,85,2,1,8,2,50,,5
F00970,3,4,28,,1,8,1,25,20,
F00970,4,4,32,,1,6,1,18,30,
F00970,4,4,57,,2,6,2,25,10,
F00970,3,4,61,2,1,6,2,25,50,10
F00971,4,4,19,,1,5,1,17,,
F00971,4,4,23,,1,6,1,20,,
F00971,3,4,50,,2,6,2,18,,
F00971,4,4,50,2,1,6,2,18,30,10
F00972,4,5,38,2,1,6,4,38,30,8
F00972,3,5,66,,2,2,2,39,,
F00972,4,5,67,,1,3,2,39,40,
F00973,4,3,20,,2,6,1,18,30,
F00973,3,3,52,2,1,6,2,30,30,7
F00973,3,3,61,,2,4,2,26,30,
F00974,5,1,80,2,2,5,3,30,,4
F00975,3,4,24,,1,6,1,21,30,
F00975,4,4,30,,2,6,1,20,,
F00975,4,4,57,,2,6,2,22,,
F00975,3,4,60,2,1,6,2,21,,6
F00976,4,3,24,,1,6,1,24,30,
F00976,5,3,51,,2,6,2,25,10,
F00976,4,3,54,2,1,7,2,30,10,10
F00977,3,4,44,,2,6,2,6,10,
F00977,3,4,45,2,1,6,2,6,30,10
F00978,4,4,15,,1,3,1,15,10,
F00978,3,4,45,,2,7,2,5,30,
F00978,4,4,48,2,1,6,2,5,,10
F00979,3,4,39,2,2,5,2,15,,10
F00980,3,4,39,,2,6,2,30,,
F00980,3,4,51,2,1,6,2,40,40,10
F00981,3,3,50,,2,5,2,50,30,
F00981,4,3,56,2,1,7,2,30,50,10
F00982,3,4,21,,1,6,1,19,,
F00982,3,4,22,,1,6,1,19,,
F00982,2,4,25,,2,6,1,19,50,
F00982,2,4,47,2,2,4,2,19,,10
F00983,4,5,16,,1,4,1,16,10,
F00983,2,5,19,,1,4,1,15,,
F00983,4,5,20,,2,6,1,15,,
F00983,3,5,46,,2,6,2,15,15,
F00983,1,5,49,2,1,8,2,15,40,10
F00984,4,4,44,,2,6,1,24,,
F00984,4,4,73,,2,4,2,24,,
F00984,5,4,73,2,1,7,2,24,20,6
F00985,3,4,15,,1,3,1,13,20,
F00985,4,4,17,,1,4,1,13,20,
F00985,5,4,46,2,2,7,2,13,,10
F00986,4,3,15,,2,3,1,3,10,
F00986,2,3,45,2,2,7,2,3,10,10
F00987,3,6,16,,2,4,1,12,20,
F00987,2,6,48,2,1,8,2,14,10,10
F00987,2,6,49,,2,6,2,14,10,
F00987,1,6,79,,1,2,3,14,,
